Blocks: '[0:82:1996:5:1, -1:82:1997:5:1, 0:82:1997:5:1, 1:82:1997:5:1, -2:82:1998:5:1,
  -22:93:2040:172, 22:93:2040:172, 23:93:2040:172, 24:93:2040:172, 25:93:2040:172,
  26:93:2040:172, 27:93:2040:172, 28:93:2040:172, 29:93:2040:172, 30:93:2040:172,
  -31:93:2041:172, -30:93:2041:172, -29:93:2041:172, -28:93:2041:172, -27:93:2041:172,
  -26:93:2041:172, -25:93:2041:172, -24:93:2041:172, -23:93:2041:172, -22:93:2041:172,
  -21:93:2041:172, 21:93:2041:172, 22:93:2041:172, 23:93:2041:172, 24:93:2041:172,
  25:93:2041:172, 26:93:2041:172, 27:93:2041:172, 28:93:2041:172, 29:93:2041:172,
  30:93:2041:172, 31:93:2041:172, -31:93:2042:172, -30:93:2042:172, -29:93:2042:172,
  -28:93:2042:172, -27:93:2042:172, -26:93:2042:172, -25:93:2042:172, -24:93:2042:172,
  -23:93:2042:172, -22:93:2042:172, -21:93:2042:172, 21:93:2042:172, 22:93:2042:172,
  23:93:2042:172, 24:93:2042:172, 25:93:2042:172, 26:93:2042:172, 27:93:2042:172,
  28:93:2042:172, 29:93:2042:172, 30:93:2042:172, 31:93:2042:172, -32:93:2043:5:1,
  -31:93:2043:172, -30:93:2043:172, -29:93:2043:172, -28:93:2043:172, -27:93:2043:172,
  -26:93:2043:172, -25:93:2043:172, -24:93:2043:172, -23:93:2043:172, -22:93:2043:172,
  -21:93:2043:172, -20:93:2043:5:1, 20:93:2043:5:1, 21:93:2043:172, 22:93:2043:172,
  23:93:2043:172, 24:93:2043:172, 25:93:2043:172, 26:93:2043:172, 27:93:2043:172,
  28:93:2043:172, 29:93:2043:172, 30:93:2043:172, 31:93:2043:172, 32:93:2043:5:1,
  -31:93:2044:172, -30:93:2044:172, -29:93:2044:172, -28:93:2044:172, -27:93:2044:172,
  -26:93:2044:172, -25:93:2044:172, -24:93:2044:172, -23:93:2044:172, -22:93:2044:172,
  -21:93:2044:172, 0:93:2044:5:1, 21:93:2044:172, 22:93:2044:172, 23:93:2044:172,
  24:93:2044:172, 25:93:2044:172, 26:93:2044:172, 27:93:2044:172, 28:93:2044:172,
  29:93:2044:172, 30:93:2044:172, 31:93:2044:172, -31:93:2045:172, -30:93:2045:172,
  -29:93:2045:172, -28:93:2045:172, -27:93:2045:172, -26:93:2045:172, -25:93:2045:172,
  -24:93:2045:172, -23:93:2045:172, -22:93:2045:172, -21:93:2045:172, -2:93:2045:172,
  -1:93:2045:172, 0:93:2045:172, 1:93:2045:172, 2:93:2045:172, 21:93:2045:172, 22:93:2045:172,
  23:93:2045:172, 24:93:2045:172, 25:93:2045:172, 26:93:2045:172, 27:93:2045:172,
  28:93:2045:172, 29:93:2045:172, 30:93:2045:172, 31:93:2045:172, -30:93:2046:172,
  -29:93:2046:172, -28:93:2046:172, -27:93:2046:172, -26:93:2046:172, -25:93:2046:172,
  -24:93:2046:172, -23:93:2046:172, -22:93:2046:172, -4:93:2046:172, -3:93:2046:172,
  -2:93:2046:172, -1:93:2046:172, 0:93:2046:172, 1:93:2046:172, 2:93:2046:172, 3:93:2046:172,
  4:93:2046:172, 22:93:2046:172, 23:93:2046:172, 24:93:2046:172, 25:93:2046:172, 26:93:2046:172,
  27:93:2046:172, 28:93:2046:172, 29:93:2046:172, 30:93:2046:172, -30:93:2047:172,
  -29:93:2047:172, -28:93:2047:172, -27:93:2047:172, -26:93:2047:172, -25:93:2047:172,
  -24:93:2047:172, -23:93:2047:172, -22:93:2047:172, -4:93:2047:172, -3:93:2047:172,
  -2:93:2047:172, -1:93:2047:172, 0:93:2047:172, 1:93:2047:172, 2:93:2047:172, 3:93:2047:172,
  4:93:2047:172, 22:93:2047:172, 23:93:2047:172, 24:93:2047:172, 25:93:2047:172, 26:93:2047:172,
  27:93:2047:172, 28:93:2047:172, 29:93:2047:172, 30:93:2047:172, -28:93:2048:172,
  -27:93:2048:172, -26:93:2048:172, -25:93:2048:172, -24:93:2048:172, -5:93:2048:172,
  -4:93:2048:172, -3:93:2048:172, -2:93:2048:172, -1:93:2048:172, 0:93:2048:172, 1:93:2048:172,
  2:93:2048:172, 3:93:2048:172, 4:93:2048:172, 5:93:2048:172, 24:93:2048:172, 25:93:2048:172,
  26:93:2048:172, 27:93:2048:172, 28:93:2048:172, -26:93:2049:5:1, -5:93:2049:172,
  -4:93:2049:172, -3:93:2049:172, -2:93:2049:172, -1:93:2049:172, 0:93:2049:172, 1:93:2049:172,
  2:93:2049:172, 3:93:2049:172, 4:93:2049:172, 5:93:2049:172, 26:93:2049:5:1, -6:93:2050:5:1,
  -5:93:2050:172, -4:93:2050:172, -3:93:2050:172, -2:93:2050:172, -1:93:2050:172,
  0:93:2050:172, 1:93:2050:172, 2:93:2050:172, 3:93:2050:172, 4:93:2050:172, 5:93:2050:172,
  6:93:2050:5:1, -5:93:2051:172, -4:93:2051:172, -3:93:2051:172, -2:93:2051:172, -1:93:2051:172,
  0:93:2051:172, 1:93:2051:172, 2:93:2051:172, 3:93:2051:172, 4:93:2051:172, 5:93:2051:172,
  -5:93:2052:172, -4:93:2052:172, -3:93:2052:172, -2:93:2052:172, -1:93:2052:172,
  0:93:2052:172, 1:93:2052:172, 2:93:2052:172, 3:93:2052:172, 4:93:2052:172, 5:93:2052:172,
  -4:93:2053:172, -3:93:2053:172, -2:93:2053:172, -1:93:2053:172, 0:93:2053:172, 1:93:2053:172,
  2:93:2053:172, 3:93:2053:172, 4:93:2053:172, -4:93:2054:172, -3:93:2054:172, -2:93:2054:172,
  -1:93:2054:172, 0:93:2054:172, 1:93:2054:172, 2:93:2054:172, 3:93:2054:172, 4:93:2054:172,
  -2:93:2055:172, -1:93:2055:172, 0:93:2055:172, 1:93:2055:172, 2:93:2055:172, 0:93:2056:5:1,
  -2:94:1944:5:1, -1:94:1944:5:1, 0:94:1944:5:1, 1:94:1944:5:1, 2:94:1944:5:1, -4:94:1945:5:1,
  -3:94:1945:5:1, -2:94:1945:172, -1:94:1945:172, 0:94:1945:1, 1:94:1945:15, 2:94:1945:1,
  3:94:1945:5:1, 4:94:1945:5:1, -5:94:1946:5:1, -4:94:1946:172, -3:94:1946:172, -2:94:1946:172,
  -1:94:1946:1, 2:94:1946:126:1, 3:94:1946:172, 4:94:1946:172, 5:94:1946:5:1, -5:94:1947:5:1,
  -4:94:1947:172, -3:94:1947:172, -2:94:1947:16, -1:94:1947:58, 2:94:1947:126:1, 3:94:1947:172,
  4:94:1947:172, 5:94:1947:5:1, -6:94:1948:5:1, -5:94:1948:172, -4:94:1948:172, -3:94:1948:1,
  1:94:1948:126:1, 2:94:1948:172, 3:94:1948:172, 4:94:1948:172, 5:94:1948:172, 6:94:1948:5:1,
  -6:94:1949:5:1, -5:94:1949:172, -4:94:1949:172, -3:94:1949:1, -2:94:1949:61:5, 0:94:1949:126:1,
  1:94:1949:172, 2:94:1949:172, 3:94:1949:172, 4:94:1949:172, 5:94:1949:172, 6:94:1949:5:1,
  -6:94:1950:5:1, -5:94:1950:172, -4:94:1950:172, -3:94:1950:172, -2:94:1950:56, 0:94:1950:126:1,
  1:94:1950:172, 2:94:1950:172, 3:94:1950:172, 4:94:1950:172, 5:94:1950:172, 6:94:1950:5:1,
  -28:94:1951:5:1, -27:94:1951:5:1, -26:94:1951:5:1, -25:94:1951:5:1, -24:94:1951:5:1,
  -6:94:1951:5:1, -5:94:1951:172, -4:94:1951:172, -3:94:1951:172, -2:94:1951:172,
  -1:94:1951:15, 0:94:1951:1, 1:94:1951:172, 2:94:1951:172, 3:94:1951:172, 4:94:1951:172,
  5:94:1951:172, 6:94:1951:5:1, 24:94:1951:5:1, 25:94:1951:5:1, 26:94:1951:5:1, 27:94:1951:5:1,
  28:94:1951:5:1, -30:94:1952:5:1, -29:94:1952:5:1, -28:94:1952:172, -27:94:1952:172,
  -26:94:1952:1, -25:94:1952:15, -24:94:1952:1, -23:94:1952:5:1, -22:94:1952:5:1,
  -6:94:1952:5:1, -5:94:1952:172, -4:94:1952:172, -3:94:1952:172, -2:94:1952:172,
  -1:94:1952:172, 0:94:1952:172, 1:94:1952:172, 2:94:1952:172, 3:94:1952:172, 4:94:1952:172,
  5:94:1952:172, 6:94:1952:5:1, 22:94:1952:5:1, 23:94:1952:5:1, 24:94:1952:172, 25:94:1952:172,
  26:94:1952:1, 27:94:1952:15, 28:94:1952:1, 29:94:1952:5:1, 30:94:1952:5:1, -31:94:1953:5:1,
  -30:94:1953:172, -29:94:1953:172, -28:94:1953:172, -27:94:1953:1, -24:94:1953:126:1,
  -23:94:1953:172, -22:94:1953:172, -21:94:1953:5:1, -5:94:1953:5:1, -4:94:1953:172,
  -3:94:1953:172, -2:94:1953:172, -1:94:1953:172, 0:94:1953:172, 1:94:1953:172, 2:94:1953:172,
  3:94:1953:172, 4:94:1953:172, 5:94:1953:5:1, 21:94:1953:5:1, 22:94:1953:172, 23:94:1953:172,
  24:94:1953:172, 25:94:1953:1, 28:94:1953:126:1, 29:94:1953:172, 30:94:1953:172,
  31:94:1953:5:1, -31:94:1954:5:1, -30:94:1954:172, -29:94:1954:172, -28:94:1954:16,
  -27:94:1954:58, -24:94:1954:126:1, -23:94:1954:172, -22:94:1954:172, -21:94:1954:5:1,
  -5:94:1954:5:1, -4:94:1954:172, -3:94:1954:172, -2:94:1954:172, -1:94:1954:172,
  0:94:1954:172, 1:94:1954:172, 2:94:1954:172, 3:94:1954:172, 4:94:1954:172, 5:94:1954:5:1,
  21:94:1954:5:1, 22:94:1954:172, 23:94:1954:172, 24:94:1954:16, 25:94:1954:58, 28:94:1954:126:1,
  29:94:1954:172, 30:94:1954:172, 31:94:1954:5:1, -32:94:1955:5:1, -31:94:1955:172,
  -30:94:1955:172, -29:94:1955:1, -25:94:1955:126:1, -24:94:1955:172, -23:94:1955:172,
  -22:94:1955:172, -21:94:1955:172, -20:94:1955:5:1, -4:94:1955:5:1, -3:94:1955:5:1,
  -2:94:1955:172, -1:94:1955:172, 0:94:1955:172, 1:94:1955:172, 2:94:1955:172, 3:94:1955:5:1,
  4:94:1955:5:1, 20:94:1955:5:1, 21:94:1955:172, 22:94:1955:172, 23:94:1955:1, 27:94:1955:126:1,
  28:94:1955:172, 29:94:1955:172, 30:94:1955:172, 31:94:1955:172, 32:94:1955:5:1,
  -32:94:1956:5:1, -31:94:1956:172, -30:94:1956:172, -29:94:1956:1, -28:94:1956:61:5,
  -26:94:1956:126:1, -25:94:1956:172, -24:94:1956:172, -23:94:1956:172, -22:94:1956:172,
  -21:94:1956:172, -20:94:1956:5:1, -2:94:1956:5:1, -1:94:1956:5:1, 0:94:1956:5:1,
  1:94:1956:5:1, 2:94:1956:5:1, 20:94:1956:5:1, 21:94:1956:172, 22:94:1956:172, 23:94:1956:1,
  24:94:1956:61:5, 26:94:1956:126:1, 27:94:1956:172, 28:94:1956:172, 29:94:1956:172,
  30:94:1956:172, 31:94:1956:172, 32:94:1956:5:1, -32:94:1957:5:1, -31:94:1957:172,
  -30:94:1957:172, -29:94:1957:172, -28:94:1957:56, -26:94:1957:126:1, -25:94:1957:172,
  -24:94:1957:172, -23:94:1957:172, -22:94:1957:172, -21:94:1957:172, -20:94:1957:5:1,
  20:94:1957:5:1, 21:94:1957:172, 22:94:1957:172, 23:94:1957:172, 24:94:1957:56, 26:94:1957:126:1,
  27:94:1957:172, 28:94:1957:172, 29:94:1957:172, 30:94:1957:172, 31:94:1957:172,
  32:94:1957:5:1, -32:94:1958:5:1, -31:94:1958:172, -30:94:1958:172, -29:94:1958:172,
  -28:94:1958:172, -27:94:1958:15, -26:94:1958:1, -25:94:1958:172, -24:94:1958:172,
  -23:94:1958:172, -22:94:1958:172, -21:94:1958:172, -20:94:1958:5:1, 20:94:1958:5:1,
  21:94:1958:172, 22:94:1958:172, 23:94:1958:172, 24:94:1958:172, 25:94:1958:15, 26:94:1958:1,
  27:94:1958:172, 28:94:1958:172, 29:94:1958:172, 30:94:1958:172, 31:94:1958:172,
  32:94:1958:5:1, -32:94:1959:5:1, -31:94:1959:172, -30:94:1959:172, -29:94:1959:172,
  -28:94:1959:172, -27:94:1959:172, -26:94:1959:172, -25:94:1959:172, -24:94:1959:172,
  -23:94:1959:172, -22:94:1959:172, -21:94:1959:172, -20:94:1959:5:1, 20:94:1959:5:1,
  21:94:1959:172, 22:94:1959:172, 23:94:1959:172, 24:94:1959:172, 25:94:1959:172,
  26:94:1959:172, 27:94:1959:172, 28:94:1959:172, 29:94:1959:172, 30:94:1959:172,
  31:94:1959:172, 32:94:1959:5:1, -31:94:1960:5:1, -30:94:1960:172, -29:94:1960:172,
  -28:94:1960:172, -27:94:1960:172, -26:94:1960:172, -25:94:1960:172, -24:94:1960:172,
  -23:94:1960:172, -22:94:1960:172, -21:94:1960:5:1, 21:94:1960:5:1, 22:94:1960:172,
  23:94:1960:172, 24:94:1960:172, 25:94:1960:172, 26:94:1960:172, 27:94:1960:172,
  28:94:1960:172, 29:94:1960:172, 30:94:1960:172, 31:94:1960:5:1, -31:94:1961:5:1,
  -30:94:1961:172, -29:94:1961:172, -28:94:1961:172, -27:94:1961:172, -26:94:1961:172,
  -25:94:1961:172, -24:94:1961:172, -23:94:1961:172, -22:94:1961:172, -21:94:1961:5:1,
  21:94:1961:5:1, 22:94:1961:172, 23:94:1961:172, 24:94:1961:172, 25:94:1961:172,
  26:94:1961:172, 27:94:1961:172, 28:94:1961:172, 29:94:1961:172, 30:94:1961:172,
  31:94:1961:5:1, -30:94:1962:5:1, -29:94:1962:5:1, -28:94:1962:172, -27:94:1962:172,
  -26:94:1962:172, -25:94:1962:172, -24:94:1962:172, -23:94:1962:5:1, -22:94:1962:5:1,
  22:94:1962:5:1, 23:94:1962:5:1, 24:94:1962:172, 25:94:1962:172, 26:94:1962:172,
  27:94:1962:172, 28:94:1962:172, 29:94:1962:5:1, 30:94:1962:5:1, -28:94:1963:5:1,
  -27:94:1963:5:1, -26:94:1963:5:1, -25:94:1963:5:1, -24:94:1963:5:1, 24:94:1963:5:1,
  25:94:1963:5:1, 26:94:1963:5:1, 27:94:1963:5:1, 28:94:1963:5:1, -45:94:1968:5:1,
  -44:94:1968:5:1, -43:94:1968:5:1, -42:94:1968:5:1, -41:94:1968:5:1, 41:94:1968:5:1,
  42:94:1968:5:1, 43:94:1968:5:1, 44:94:1968:5:1, 45:94:1968:5:1, -47:94:1969:5:1,
  -46:94:1969:5:1, -45:94:1969:172, -44:94:1969:172, -43:94:1969:172, -42:94:1969:172,
  -41:94:1969:172, -40:94:1969:5:1, -39:94:1969:5:1, 39:94:1969:5:1, 40:94:1969:5:1,
  41:94:1969:172, 42:94:1969:172, 43:94:1969:172, 44:94:1969:172, 45:94:1969:172,
  46:94:1969:5:1, 47:94:1969:5:1, -48:94:1970:5:1, -47:94:1970:172, -46:94:1970:172,
  -45:94:1970:172, -44:94:1970:172, -43:94:1970:172, -42:94:1970:172, -41:94:1970:172,
  -40:94:1970:172, -39:94:1970:172, -38:94:1970:5:1, 38:94:1970:5:1, 39:94:1970:172,
  40:94:1970:172, 41:94:1970:172, 42:94:1970:172, 43:94:1970:172, 44:94:1970:172,
  45:94:1970:172, 46:94:1970:172, 47:94:1970:172, 48:94:1970:5:1, -48:94:1971:5:1,
  -47:94:1971:172, -46:94:1971:172, -45:94:1971:172, -44:94:1971:172, -43:94:1971:172,
  -42:94:1971:172, -41:94:1971:172, -40:94:1971:172, -39:94:1971:172, -38:94:1971:5:1,
  38:94:1971:5:1, 39:94:1971:172, 40:94:1971:172, 41:94:1971:172, 42:94:1971:172,
  43:94:1971:172, 44:94:1971:1, 45:94:1971:1, 46:94:1971:172, 47:94:1971:172, 48:94:1971:5:1,
  -49:94:1972:5:1, -48:94:1972:1, -47:94:1972:126:1, -46:94:1972:126:1, -45:94:1972:172,
  -44:94:1972:172, -43:94:1972:172, -42:94:1972:172, -41:94:1972:172, -40:94:1972:172,
  -39:94:1972:172, -38:94:1972:172, -37:94:1972:5:1, 37:94:1972:5:1, 38:94:1972:172,
  39:94:1972:172, 40:94:1972:172, 41:94:1972:172, 42:94:1972:172, 43:94:1972:56, 44:94:1972:61:3,
  46:94:1972:16, 47:94:1972:172, 48:94:1972:172, 49:94:1972:5:1, -49:94:1973:5:1,
  -48:94:1973:15, -45:94:1973:126:1, -44:94:1973:172, -43:94:1973:172, -42:94:1973:172,
  -41:94:1973:172, -40:94:1973:172, -39:94:1973:172, -38:94:1973:172, -37:94:1973:5:1,
  37:94:1973:5:1, 38:94:1973:172, 39:94:1973:172, 40:94:1973:172, 41:94:1973:172,
  42:94:1973:15, 46:94:1973:58, 47:94:1973:1, 48:94:1973:172, 49:94:1973:5:1, -49:94:1974:5:1,
  -48:94:1974:1, -44:94:1974:126:1, -43:94:1974:126:1, -42:94:1974:1, -41:94:1974:172,
  -40:94:1974:172, -39:94:1974:172, -38:94:1974:172, -37:94:1974:5:1, 37:94:1974:5:1,
  38:94:1974:172, 39:94:1974:172, 40:94:1974:172, 41:94:1974:172, 42:94:1974:1, 43:94:1974:126:1,
  44:94:1974:126:1, 48:94:1974:1, 49:94:1974:5:1, -49:94:1975:5:1, -48:94:1975:172,
  -47:94:1975:1, -46:94:1975:58, -42:94:1975:15, -41:94:1975:172, -40:94:1975:172,
  -39:94:1975:172, -38:94:1975:172, -37:94:1975:5:1, 37:94:1975:5:1, 38:94:1975:172,
  39:94:1975:172, 40:94:1975:172, 41:94:1975:172, 42:94:1975:172, 43:94:1975:172,
  44:94:1975:172, 45:94:1975:126:1, 48:94:1975:15, 49:94:1975:5:1, -49:94:1976:5:1,
  -48:94:1976:172, -47:94:1976:172, -46:94:1976:16, -44:94:1976:61:2, -43:94:1976:56,
  -42:94:1976:172, -41:94:1976:172, -40:94:1976:172, -39:94:1976:172, -38:94:1976:172,
  -37:94:1976:5:1, 37:94:1976:5:1, 38:94:1976:172, 39:94:1976:172, 40:94:1976:172,
  41:94:1976:172, 42:94:1976:172, 43:94:1976:172, 44:94:1976:172, 45:94:1976:172,
  46:94:1976:126:1, 47:94:1976:126:1, 48:94:1976:1, 49:94:1976:5:1, -48:94:1977:5:1,
  -47:94:1977:172, -46:94:1977:172, -45:94:1977:1, -44:94:1977:1, -43:94:1977:172,
  -42:94:1977:172, -41:94:1977:172, -40:94:1977:172, -39:94:1977:172, -38:94:1977:5:1,
  38:94:1977:5:1, 39:94:1977:172, 40:94:1977:172, 41:94:1977:172, 42:94:1977:172,
  43:94:1977:172, 44:94:1977:172, 45:94:1977:172, 46:94:1977:172, 47:94:1977:172,
  48:94:1977:5:1, -48:94:1978:5:1, -47:94:1978:172, -46:94:1978:172, -45:94:1978:172,
  -44:94:1978:172, -43:94:1978:172, -42:94:1978:172, -41:94:1978:172, -40:94:1978:172,
  -39:94:1978:172, -38:94:1978:5:1, 38:94:1978:5:1, 39:94:1978:172, 40:94:1978:172,
  41:94:1978:172, 42:94:1978:172, 43:94:1978:172, 44:94:1978:172, 45:94:1978:172,
  46:94:1978:172, 47:94:1978:172, 48:94:1978:5:1, -47:94:1979:5:1, -46:94:1979:5:1,
  -45:94:1979:172, -44:94:1979:172, -43:94:1979:172, -42:94:1979:172, -41:94:1979:172,
  -40:94:1979:5:1, -39:94:1979:5:1, 39:94:1979:5:1, 40:94:1979:5:1, 41:94:1979:172,
  42:94:1979:172, 43:94:1979:172, 44:94:1979:172, 45:94:1979:172, 46:94:1979:5:1,
  47:94:1979:5:1, -45:94:1980:5:1, -44:94:1980:5:1, -43:94:1980:5:1, -42:94:1980:5:1,
  -41:94:1980:5:1, 41:94:1980:5:1, 42:94:1980:5:1, 43:94:1980:5:1, 44:94:1980:5:1,
  45:94:1980:5:1, 0:94:1985:5:1, -4:94:1986:5:1, -2:94:1986:172, -1:94:1986:172, 0:94:1986:172,
  1:94:1986:172, 2:94:1986:172, 4:94:1986:5:1, -5:94:1987:172, -4:94:1987:172, -3:94:1987:172,
  -2:94:1987:172, -1:94:1987:172, 0:94:1987:172, 1:94:1987:172, 2:94:1987:172, 3:94:1987:172,
  4:94:1987:172, 5:94:1987:172, -7:94:1988:172, -6:94:1988:172, -5:94:1988:172, -4:94:1988:172,
  -3:94:1988:172, -2:94:1988:172, -1:94:1988:172, 0:94:1988:172, 1:94:1988:172, 2:94:1988:172,
  3:94:1988:172, 4:94:1988:172, 5:94:1988:172, 6:94:1988:172, 7:94:1988:172, -8:94:1989:172,
  -7:94:1989:172, -6:94:1989:172, -5:94:1989:172, -4:94:1989:172, -3:94:1989:172,
  -2:94:1989:172, -1:94:1989:172, 0:94:1989:172, 1:94:1989:172, 2:94:1989:172, 3:94:1989:172,
  4:94:1989:172, 5:94:1989:172, 6:94:1989:172, 7:94:1989:172, 8:94:1989:172, -10:94:1990:172,
  -9:94:1990:172, -8:94:1990:172, -7:94:1990:172, -6:94:1990:172, -5:94:1990:172,
  -4:94:1990:172, -3:94:1990:172, -2:94:1990:172, -1:94:1990:172, 0:94:1990:172, 1:94:1990:172,
  2:94:1990:172, 3:94:1990:172, 4:94:1990:172, 5:94:1990:172, 6:94:1990:172, 7:94:1990:172,
  8:94:1990:172, 9:94:1990:172, 10:94:1990:172, -10:94:1991:172, -9:94:1991:172, -8:94:1991:172,
  -7:94:1991:172, -6:94:1991:172, -5:94:1991:172, -4:94:1991:172, -3:94:1991:172,
  -2:94:1991:172, -1:94:1991:172, 0:94:1991:172, 1:94:1991:172, 2:94:1991:172, 3:94:1991:172,
  4:94:1991:172, 5:94:1991:172, 6:94:1991:172, 7:94:1991:172, 8:94:1991:172, 9:94:1991:172,
  10:94:1991:172, -11:94:1992:172, -10:94:1992:172, -9:94:1992:172, -8:94:1992:172,
  -7:94:1992:172, -6:94:1992:172, -5:94:1992:172, -4:94:1992:172, -3:94:1992:172,
  -2:94:1992:172, -1:94:1992:172, 0:94:1992:172, 1:94:1992:172, 2:94:1992:172, 3:94:1992:172,
  4:94:1992:172, 5:94:1992:172, 6:94:1992:172, 7:94:1992:172, 8:94:1992:172, 9:94:1992:172,
  10:94:1992:172, 11:94:1992:172, -12:94:1993:172, -11:94:1993:172, -10:94:1993:172,
  -9:94:1993:172, -8:94:1993:172, -7:94:1993:172, -6:94:1993:172, -5:94:1993:172,
  -4:94:1993:172, -3:94:1993:172, -2:94:1993:172, -1:94:1993:172, 0:94:1993:172, 1:94:1993:172,
  2:94:1993:172, 3:94:1993:172, 4:94:1993:172, 5:94:1993:172, 6:94:1993:172, 7:94:1993:172,
  8:94:1993:172, 9:94:1993:172, 10:94:1993:172, 11:94:1993:172, 12:94:1993:172, -52:94:1994:5:1,
  -51:94:1994:5:1, -50:94:1994:5:1, -49:94:1994:5:1, -48:94:1994:5:1, -12:94:1994:172,
  -11:94:1994:172, -10:94:1994:172, -9:94:1994:172, -8:94:1994:172, -7:94:1994:172,
  -6:94:1994:172, -5:94:1994:172, -4:94:1994:172, -3:94:1994:172, -2:94:1994:172,
  -1:94:1994:172, 0:94:1994:172, 1:94:1994:172, 2:94:1994:172, 3:94:1994:172, 4:94:1994:172,
  5:94:1994:172, 6:94:1994:172, 7:94:1994:172, 8:94:1994:172, 9:94:1994:172, 10:94:1994:172,
  11:94:1994:172, 12:94:1994:172, 48:94:1994:5:1, 49:94:1994:5:1, 50:94:1994:5:1,
  51:94:1994:5:1, 52:94:1994:5:1, -54:94:1995:5:1, -53:94:1995:5:1, -52:94:1995:172,
  -51:94:1995:172, -50:94:1995:172, -49:94:1995:172, -48:94:1995:172, -47:94:1995:5:1,
  -46:94:1995:5:1, -13:94:1995:172, -12:94:1995:172, -11:94:1995:172, -10:94:1995:172,
  -9:94:1995:172, -8:94:1995:172, -7:94:1995:172, -6:94:1995:172, -5:94:1995:172,
  -4:94:1995:172, -3:94:1995:172, -2:94:1995:172, -1:94:1995:172, 0:94:1995:172, 1:94:1995:172,
  2:94:1995:172, 3:94:1995:172, 4:94:1995:172, 5:94:1995:172, 6:94:1995:172, 7:94:1995:172,
  8:94:1995:172, 9:94:1995:172, 10:94:1995:172, 11:94:1995:172, 12:94:1995:172, 13:94:1995:172,
  46:94:1995:5:1, 47:94:1995:5:1, 48:94:1995:172, 49:94:1995:172, 50:94:1995:172,
  51:94:1995:172, 52:94:1995:172, 53:94:1995:5:1, 54:94:1995:5:1, -55:94:1996:5:1,
  -54:94:1996:172, -53:94:1996:172, -52:94:1996:172, -51:94:1996:172, -50:94:1996:172,
  -49:94:1996:172, -48:94:1996:172, -47:94:1996:172, -46:94:1996:172, -45:94:1996:5:1,
  -14:94:1996:5:1, -13:94:1996:172, -12:94:1996:172, -11:94:1996:172, -10:94:1996:172,
  -9:94:1996:172, -8:94:1996:172, -7:94:1996:172, -6:94:1996:172, -5:94:1996:172,
  -4:94:1996:172, -3:94:1996:172, -2:94:1996:172, -1:94:1996:172, 0:94:1996:172, 1:94:1996:172,
  2:94:1996:172, 3:94:1996:172, 4:94:1996:172, 5:94:1996:172, 6:94:1996:172, 7:94:1996:172,
  8:94:1996:172, 9:94:1996:172, 10:94:1996:172, 11:94:1996:172, 12:94:1996:172, 13:94:1996:172,
  14:94:1996:5:1, 45:94:1996:5:1, 46:94:1996:172, 47:94:1996:172, 48:94:1996:172,
  49:94:1996:172, 50:94:1996:172, 51:94:1996:172, 52:94:1996:172, 53:94:1996:172,
  54:94:1996:172, 55:94:1996:5:1, -55:94:1997:5:1, -54:94:1997:172, -53:94:1997:172,
  -52:94:1997:172, -51:94:1997:172, -50:94:1997:172, -49:94:1997:172, -48:94:1997:172,
  -47:94:1997:172, -46:94:1997:172, -45:94:1997:5:1, -13:94:1997:172, -12:94:1997:172,
  -11:94:1997:172, -10:94:1997:172, -9:94:1997:172, -8:94:1997:172, -7:94:1997:172,
  -6:94:1997:172, -5:94:1997:172, -4:94:1997:172, -3:94:1997:172, -2:94:1997:172,
  -1:94:1997:172, 0:94:1997:172, 1:94:1997:172, 2:94:1997:172, 3:94:1997:172, 4:94:1997:172,
  5:94:1997:172, 6:94:1997:172, 7:94:1997:172, 8:94:1997:172, 9:94:1997:172, 10:94:1997:172,
  11:94:1997:172, 12:94:1997:172, 13:94:1997:172, 45:94:1997:5:1, 46:94:1997:172,
  47:94:1997:172, 48:94:1997:172, 49:94:1997:172, 50:94:1997:172, 51:94:1997:1, 52:94:1997:1,
  53:94:1997:172, 54:94:1997:172, 55:94:1997:5:1, -56:94:1998:5:1, -55:94:1998:1,
  -54:94:1998:126:1, -53:94:1998:126:1, -52:94:1998:172, -51:94:1998:172, -50:94:1998:172,
  -49:94:1998:172, -48:94:1998:172, -47:94:1998:172, -46:94:1998:172, -45:94:1998:172,
  -44:94:1998:5:1, -14:94:1998:172, -13:94:1998:172, -12:94:1998:172, -11:94:1998:172,
  -10:94:1998:172, -9:94:1998:172, -8:94:1998:172, -7:94:1998:172, -6:94:1998:172,
  -5:94:1998:172, -4:94:1998:172, -3:94:1998:172, -2:94:1998:172, -1:94:1998:172,
  0:94:1998:172, 1:94:1998:172, 2:94:1998:172, 3:94:1998:172, 4:94:1998:172, 5:94:1998:172,
  6:94:1998:172, 7:94:1998:172, 8:94:1998:172, 9:94:1998:172, 10:94:1998:172, 11:94:1998:172,
  12:94:1998:172, 13:94:1998:172, 14:94:1998:172, 44:94:1998:5:1, 45:94:1998:172,
  46:94:1998:172, 47:94:1998:172, 48:94:1998:172, 49:94:1998:172, 50:94:1998:56, 51:94:1998:61:3,
  53:94:1998:16, 54:94:1998:172, 55:94:1998:172, 56:94:1998:5:1, -56:94:1999:5:1,
  -55:94:1999:15, -52:94:1999:126:1, -51:94:1999:172, -50:94:1999:172, -49:94:1999:172,
  -48:94:1999:172, -47:94:1999:172, -46:94:1999:172, -45:94:1999:172, -44:94:1999:5:1,
